1,Dirichlet,Change in Mean,0.0,0.0002859310006897431,20,250
1,Dirichlet,change KNN,0.19407001487012013,0.008547744000679813,20,250
1,Dirichlet,KCP-rbf,0.18416054082293717,0.20262053699843818,20,250
1,Dirichlet,KCP-linear,0.18416054082293717,0.21731653700044262,20,250
1,Dirichlet,MultiRank,0.9687034695391544,0.312320502998773,20,250
1,Dirichlet,Change Forest,0.9552154635741994,0.47299207400101295,20,250
1,Dirichlet,Change in Mean,0.0,9.775000035006087e-05,80,250
1,Dirichlet,change KNN,0.0,0.006638982000367832,80,250
1,Dirichlet,KCP-rbf,0.0,0.09343396199983545,80,250
1,Dirichlet,KCP-linear,0.0,0.2088487789987994,80,250
1,Dirichlet,MultiRank,0.7175504820783715,0.30803972399917257,80,250
1,Dirichlet,Change Forest,0.337853075562446,0.5281161800012342,80,250
2,Dirichlet,Change in Mean,0.0,0.00012217999938002322,20,353
2,Dirichlet,change KNN,0.0,0.014275392999479664,20,353
2,Dirichlet,KCP-rbf,0.26230673692567186,0.10919152700080303,20,353
2,Dirichlet,KCP-linear,0.26230673692567186,0.2064386909987661,20,353
2,Dirichlet,MultiRank,0.9673209427473958,0.5296361740001885,20,353
2,Dirichlet,Change Forest,0.7834606431013645,0.6404599620000226,20,353
2,Dirichlet,Change in Mean,0.0,9.2349000624381e-05,80,353
2,Dirichlet,change KNN,0.0,0.013719063999815262,80,353
2,Dirichlet,KCP-rbf,0.0,0.10416097099914623,80,353
2,Dirichlet,KCP-linear,0.0,0.20720308699856105,80,353
2,Dirichlet,MultiRank,0.742789003167204,0.5876132400007918,80,353
2,Dirichlet,Change Forest,0.5100771665268515,0.77181867499894,80,353
3,Dirichlet,Change in Mean,0.0,0.00010643399946275167,20,500
3,Dirichlet,change KNN,0.062415591526066544,0.03143544600061432,20,500
3,Dirichlet,KCP-rbf,0.5342800918498926,0.1277691209998011,20,500
3,Dirichlet,KCP-linear,0.5466955438964571,0.2197672580005019,20,500
3,Dirichlet,MultiRank,0.9655799575714547,0.7937066950016742,20,500
3,Dirichlet,Change Forest,0.9384960120562059,1.3484818090000772,20,500
